freq_uHz,snr
321.53024,1.85768
321.53838,0.60370
321.54653,0.25862
321.55467,0.19802
321.56281,0.42528
321.57095,4.76681
321.57910,1.83539
321.58724,0.58826
321.59538,1.67145
321.60352,0.76743
321.61166,0.23316
321.61981,0.01653
321.62795,1.25003
321.63609,0.81841
321.64423,1.10602
321.65238,1.60891
321.66052,0.38176
321.66866,0.31101
321.67680,1.49773
321.68494,3.02832
321.69309,8.99789
321.70123,3.62132
321.70937,10.03427
321.71751,0.84286
321.72566,0.01728
321.73380,0.11983
321.74194,0.91428
321.75008,0.62779
321.75822,0.03408
321.76637,3.34019
321.77451,1.55891
321.78265,0.02183
321.79079,0.34875
321.79894,0.08339
321.80708,0.27737
321.81522,2.93446
321.82336,0.45825
321.83151,0.94250
321.83965,2.58501
321.84779,2.77886
321.85593,0.33489
321.86407,2.25264
321.87222,1.29763
321.88036,0.22584
321.88850,0.08367
321.89664,0.95855
321.90479,0.73674
321.91293,1.26475
321.92107,0.89552
321.92921,1.67515
321.93735,3.59704
321.94550,0.22530
321.95364,0.99027
321.96178,0.95787
321.96992,3.44042
321.97807,3.68060
321.98621,3.46280
321.99435,0.41892
322.00249,2.87417
322.01064,0.76262
322.01878,0.89727
322.02692,0.26757
322.03506,0.19841
322.04320,0.28477
322.05135,0.61478
322.05949,0.04409
322.06763,0.23692
322.07577,0.10172
322.08392,0.56259
322.09206,1.72471
322.10020,0.14559
322.10834,0.27675
322.11648,0.05408
322.12463,1.78557
322.13277,2.34237
322.14091,1.01460
322.14905,0.50928
322.15720,1.83517
322.16534,1.57572
322.17348,0.89248
322.18162,0.31008
322.18976,0.14098
322.19791,0.17969
322.20605,0.13415
322.21419,0.24693
322.22233,0.08065
322.23048,1.45847
322.23862,0.86248
322.24676,0.05207
322.25490,0.38543
322.26305,1.51603
322.27119,1.02573
322.27933,1.91505
322.28747,0.03508
322.29561,0.72761
322.30376,3.95326
322.31190,0.28784
322.32004,0.20452
322.32818,1.19352
322.33633,1.05252
322.34447,2.18563
322.35261,0.84363
322.36075,0.09240
322.36889,0.25390
322.37704,3.48256
322.38518,0.92861
322.39332,0.14335
322.40146,0.27351
322.40961,1.66697
322.41775,0.98669
322.42589,3.69661
322.43403,1.99818
322.44218,0.31114
322.45032,0.06815
322.45846,0.64314
322.46660,0.16743
322.47474,0.05247
322.48289,0.63560
322.49103,0.32430
322.49917,1.64304
322.50731,1.00602
322.51546,1.07849
322.52360,0.25473
322.53174,1.28352
322.53988,0.68114
322.54802,3.15362
322.55617,1.47163
322.56431,0.04572
322.57245,1.21736
322.58059,2.02929
322.58874,0.51996
322.59688,0.34267
322.60502,0.85077
322.61316,1.63373
322.62131,0.78401
322.62945,1.30400
322.63759,1.15720
322.64573,0.11758
322.65387,0.72657
322.66202,0.77276
322.67016,1.64108
322.67830,10.13634
322.68644,1.78846
322.69459,1.14459
322.70273,0.61766
322.71087,0.02498
322.71901,3.62845
322.72715,2.45172
322.73530,3.54779
322.74344,1.73802
322.75158,1.07045
322.75972,0.12109
322.76787,1.73073
322.77601,1.79004
322.78415,0.66930
322.79229,0.32954
322.80043,1.44900
322.80858,2.55116
322.81672,0.85308
322.82486,0.34550
322.83300,5.63068
322.84115,0.87868
322.84929,0.71531
322.85743,0.55451
322.86557,0.24536
322.87372,0.47311
322.88186,0.92366
322.89000,1.48682
322.89814,1.09956
322.90628,0.20043
322.91443,0.94626
322.92257,0.08547
322.93071,1.48504
322.93885,2.18158
322.94700,0.68035
322.95514,0.88717
322.96328,0.86923
322.97142,0.64856
322.97956,1.78382
322.98771,4.09101
322.99585,0.34196
323.00399,0.46428
323.01213,0.91777
323.02028,0.91045
323.02842,0.62278
323.03656,1.17437
323.04470,1.06273
323.05285,2.77539
323.06099,1.72857
323.06913,1.09166
323.07727,0.01507
323.08541,0.28685
323.09356,0.04685
323.10170,0.69251
323.10984,0.80105
323.11798,0.41966
323.12613,0.15639
323.13427,1.28346
323.14241,0.79212
323.15055,1.08965
323.15869,1.84146
323.16684,0.58522
323.17498,3.37763
323.18312,3.04654
323.19126,1.61198
323.19941,1.11358
323.20755,0.92635
323.21569,0.01377
323.22383,2.44507
323.23197,3.39638
323.24012,0.91681
323.24826,0.00535
323.25640,1.66189
323.26454,0.02747
323.27269,0.24894
323.28083,0.05682
323.28897,0.75108
323.29711,0.54852
323.30526,0.39526
323.31340,0.64435
323.32154,1.85377
323.32968,0.80312
323.33782,0.19328
323.34597,1.03631
323.35411,1.34206
323.36225,1.05278
323.37039,0.28127
323.37854,0.32077
323.38668,1.07360
323.39482,0.00068
323.40296,0.29118
323.41110,0.87305
323.41925,1.33984
323.42739,0.15876
323.43553,0.80205
323.44367,0.22204
323.45182,0.81400
323.45996,3.24018
323.46810,1.27268
323.47624,2.98375
323.48439,1.55135
323.49253,1.15713
323.50067,1.64415
323.50881,1.63104
323.51695,0.04383
323.52510,0.76882
323.53324,0.54437
323.54138,0.98260
323.54952,0.15609
323.55767,0.91294
323.56581,0.24215
323.57395,0.05801
323.58209,0.47492
323.59023,0.05917
323.59838,0.57593
323.60652,0.47637
323.61466,1.36585
323.62280,0.51840
323.63095,1.22824
323.63909,0.33063
323.64723,0.10727
323.65537,0.59875
323.66352,0.74724
323.67166,1.43518
323.67980,2.34112
323.68794,1.38661
323.69608,2.46519
323.70423,2.30813
323.71237,0.97248
323.72051,1.88207
323.72865,0.57109
323.73680,0.56256
323.74494,0.55408
323.75308,0.81523
323.76122,0.16621
323.76936,1.99599
323.77751,0.81237
323.78565,3.81388
323.79379,1.34131
323.80193,1.62779
323.81008,0.09819
323.81822,2.94534
323.82636,1.24044
323.83450,2.86601
323.84264,1.08063
323.85079,0.67574
323.85893,2.14560
323.86707,0.26942
323.87521,0.73138
323.88336,0.60685
323.89150,6.14689
323.89964,0.31992
323.90778,1.30504
323.91593,0.81551
323.92407,1.17757
323.93221,1.28881
323.94035,0.86601
323.94849,2.09454
323.95664,0.13488
323.96478,1.90270
323.97292,0.31593
323.98106,0.14901
323.98921,1.98243
323.99735,0.32930
324.00549,0.88392
324.01363,1.57373
324.02177,0.33741
324.02992,1.44140
324.03806,1.87320
324.04620,0.23828
324.05434,0.90264
324.06249,1.68496
324.07063,0.06576
324.07877,0.80711
324.08691,0.38045
324.09506,0.40141
324.10320,0.64639
324.11134,0.62999
324.11948,0.83103
324.12762,0.03298
324.13577,0.40084
324.14391,2.31902
324.15205,1.34602
324.16019,0.32068
324.16834,0.31540
324.17648,1.69282
324.18462,1.16430
324.19276,1.60432
324.20090,1.03482
324.20905,0.35635
324.21719,1.99740
324.22533,1.84499
324.23347,2.33485
324.24162,0.96155
324.24976,0.40332
324.25790,0.53143
324.26604,0.68425
324.27418,2.35201
324.28233,0.95617
324.29047,0.20848
324.29861,1.50987
324.30675,0.22286
324.31490,0.54625
324.32304,0.30676
324.33118,0.05501
324.33932,4.39977
324.34747,0.35983
324.35561,0.97371
324.36375,1.51357
324.37189,0.06721
324.38003,0.76742
324.38818,0.87608
324.39632,0.95278
324.40446,1.27431
324.41260,4.77092
324.42075,0.10252
324.42889,0.51341
324.43703,5.27210
324.44517,0.00829
324.45331,0.12516
324.46146,0.85749
324.46960,1.03603
324.47774,4.04313
324.48588,0.93663
324.49403,1.32755
324.50217,0.17100
324.51031,1.03491
324.51845,1.22244
324.52660,4.32708
324.53474,2.43366
324.54288,7.95857
324.55102,28.71172
324.55916,9.39051
324.56731,2.77977
324.57545,2.76890
324.58359,2.93233
324.59173,0.11501
324.59988,9.37136
324.60802,7.71174
324.61616,1.59546
324.62430,2.82986
324.63244,0.01075
324.64059,0.80643
324.64873,2.68154
324.65687,3.56943
324.66501,0.26026
324.67316,0.76983
324.68130,0.13885
324.68944,3.51329
324.69758,1.09816
324.70572,1.59070
324.71387,0.00475
324.72201,0.53065
324.73015,2.04221
324.73829,0.95595
324.74644,5.68276
324.75458,2.20773
324.76272,1.87279
324.77086,3.41179
324.77901,3.34707
324.78715,1.75833
324.79529,1.26760
324.80343,0.19604
324.81157,2.00435
324.81972,0.28252
324.82786,2.66959
324.83600,0.35633
324.84414,1.20844
324.85229,0.79285
324.86043,0.40746
324.86857,0.01538
324.87671,1.26362
324.88485,0.79155
324.89300,0.73765
324.90114,2.51999
324.90928,4.24912
324.91742,0.02644
324.92557,2.34442
324.93371,0.00080
324.94185,0.61750
324.94999,3.92408
324.95814,1.87063
324.96628,0.12976
324.97442,1.54638
324.98256,1.27940
324.99070,2.18075
324.99885,0.40949
325.00699,1.63025
325.01513,0.03859
325.02327,0.78389
325.03142,4.90497
325.03956,0.95277
325.04770,5.78832
325.05584,1.05130
325.06398,0.55788
325.07213,0.37686
325.08027,0.06582
325.08841,1.26153
325.09655,15.85163
325.10470,0.48852
325.11284,1.18114
325.12098,10.38527
325.12912,1.37026
325.13727,0.72414
325.14541,2.45601
325.15355,4.81061
325.16169,1.04014
325.16983,0.86026
325.17798,2.05279
325.18612,3.67748
325.19426,8.97534
325.20240,0.44746
325.21055,16.96387
325.21869,1.47030
325.22683,3.04893
325.23497,4.81512
325.24311,6.24406
325.25126,12.68081
325.25940,4.68489
325.26754,11.20756
325.27568,9.01234
325.28383,0.02958
325.29197,5.40749
325.30011,6.97385
325.30825,9.41772
325.31639,14.42122
325.32454,11.44735
325.33268,0.79546
325.34082,0.80904
325.34896,2.99474
325.35711,5.17013
325.36525,15.42009
325.37339,5.82743
325.38153,5.98400
325.38968,7.86717
325.39782,0.39840
325.40596,10.27433
325.41410,1.22218
325.42224,4.07915
325.43039,4.22144
325.43853,0.83038
325.44667,13.32326
325.45481,45.90529
325.46296,5.44031
325.47110,8.59668
325.47924,22.13936
325.48738,7.96287
325.49552,9.73447
325.50367,8.48802
325.51181,9.21024
325.51995,21.73369
325.52809,25.37929
325.53624,1.90611
325.54438,7.59857
325.55252,12.44220
325.56066,6.39607
325.56881,3.13677
325.57695,1.26689
325.58509,30.66971
325.59323,11.75383
325.60137,28.91205
325.60952,6.08327
325.61766,4.89818
325.62580,22.25626
325.63394,16.42479
325.64209,0.14221
325.65023,43.43400
325.65837,2.87101
325.66651,3.12323
325.67465,5.56954
325.68280,14.79792
325.69094,11.75837
325.69908,3.49099
325.70722,1.22318
325.71537,14.58125
325.72351,6.52515
325.73165,4.64668
325.73979,5.47641
325.74793,13.24566
325.75608,5.16746
325.76422,1.26028
325.77236,30.54754
325.78050,11.42067
325.78865,12.82685
325.79679,13.11143
325.80493,3.49073
325.81307,0.34379
325.82122,0.20954
325.82936,18.67463
325.83750,69.35714
325.84564,2.14240
325.85378,28.46944
325.86193,6.98254
325.87007,6.56180
325.87821,10.69067
325.88635,24.14170
325.89450,1.62088
325.90264,19.89511
325.91078,1.68856
325.91892,6.14347
325.92706,3.62618
325.93521,1.28727
325.94335,8.68183
325.95149,3.26469
325.95963,3.43147
325.96778,0.53130
325.97592,0.89099
325.98406,6.10824
325.99220,1.14629
326.00035,0.61681
326.00849,2.68757
326.01663,1.33629
326.02477,2.06897
326.03291,2.59203
326.04106,1.25759
326.04920,1.02388
326.05734,0.38105
326.06548,3.39715
326.07363,1.66538
326.08177,0.86446
326.08991,0.27502
326.09805,2.10737
326.10619,5.73377
326.11434,0.52490
326.12248,9.35178
326.13062,0.30110
326.13876,2.98921
326.14691,0.95393
326.15505,3.91266
326.16319,1.10414
326.17133,14.42406
326.17948,3.26487
326.18762,7.60669
326.19576,3.38560
326.20390,32.52913
326.21204,5.65366
326.22019,3.72740
326.22833,4.64515
326.23647,1.07922
326.24461,2.01706
326.25276,6.21634
326.26090,1.42661
326.26904,1.07310
326.27718,0.78435
326.28532,0.86512
326.29347,0.46984
326.30161,0.00935
326.30975,1.15170
326.31789,1.12413
326.32604,2.54945
326.33418,1.90392
326.34232,0.96738
326.35046,1.19607
326.35860,1.21422
326.36675,0.38570
326.37489,2.48048
326.38303,4.57926
326.39117,2.97893
326.39932,0.34882
326.40746,1.57802
326.41560,2.72683
326.42374,3.56611
326.43189,0.35134
326.44003,0.36714
326.44817,0.62838
326.45631,0.21555
326.46445,0.27179
326.47260,2.88160
326.48074,1.18921
326.48888,0.09305
326.49702,1.54278
326.50517,0.36953
326.51331,3.04051
326.52145,2.71408
326.52959,1.92342
326.53773,3.45228
326.54588,0.05182
326.55402,4.66163
326.56216,0.26013
326.57030,1.56821
326.57845,0.70622
326.58659,0.74351
326.59473,3.16838
326.60287,5.51601
326.61102,1.48681
326.61916,1.05095
326.62730,5.45179
326.63544,0.25138
326.64358,0.90492
326.65173,0.40129
326.65987,0.36304
326.66801,1.91387
326.67615,2.64100
326.68430,2.90838
326.69244,0.03485
326.70058,0.20022
326.70872,0.48996
326.71686,0.04790
326.72501,1.45499
326.73315,7.88946
326.74129,0.97906
326.74943,1.87773
326.75758,0.65342
326.76572,6.79852
326.77386,3.34489
326.78200,0.14700
326.79014,0.09991
326.79829,3.99765
326.80643,6.42876
326.81457,0.65732
326.82271,4.37872
326.83086,21.36158
326.83900,16.08427
326.84714,0.41356
326.85528,0.14014
326.86343,3.19794
326.87157,1.20563
326.87971,0.83835
326.88785,8.88954
326.89599,0.67593
326.90414,4.42638
326.91228,0.63036
326.92042,0.30449
326.92856,1.07865
326.93671,0.93771
326.94485,0.15700
326.95299,1.87346
326.96113,2.97338
326.96927,4.48387
326.97742,0.05304
326.98556,0.27547
326.99370,0.21463
327.00184,2.89165
327.00999,1.38547
327.01813,0.09978
327.02627,4.64303
327.03441,2.27679
327.04256,0.38383
327.05070,0.04457
327.05884,0.78184
327.06698,5.79116
327.07512,0.13671
327.08327,5.85352
327.09141,2.19990
327.09955,0.53839
327.10769,1.09488
327.11584,0.78612
327.12398,1.02457
327.13212,4.07446
327.14026,0.26364
327.14840,3.52757
327.15655,8.30457
327.16469,0.96597
327.17283,2.40419
327.18097,1.99422
327.18912,10.55847
327.19726,3.44470
327.20540,5.53761
327.21354,0.40753
327.22168,2.72826
327.22983,2.81934
327.23797,2.62706
327.24611,0.90420
327.25425,1.95971
327.26240,9.20856
327.27054,1.93056
327.27868,0.25841
327.28682,6.75759
327.29497,0.50961
327.30311,2.10136
327.31125,2.21605
327.31939,3.44297
327.32753,2.96184
327.33568,2.31119
327.34382,2.49082
327.35196,1.04736
327.36010,1.47236
327.36825,0.89875
327.37639,2.68149
327.38453,3.68865
327.39267,29.78801
327.40081,7.32340
327.40896,5.81280
327.41710,7.37935
327.42524,7.19262
327.43338,11.26403
327.44153,0.10650
327.44967,7.01830
327.45781,6.14146
327.46595,5.32656
327.47410,13.87809
327.48224,1.90736
327.49038,5.98724
327.49852,3.30998
327.50666,1.00359
327.51481,2.61197
327.52295,6.90458
327.53109,5.15556
327.53923,4.33866
327.54738,5.42088
327.55552,2.20507
327.56366,6.92159
327.57180,4.07485
327.57994,11.42783
327.58809,3.82163
327.59623,10.37887
327.60437,10.13716
327.61251,4.91555
327.62066,12.66283
327.62880,25.16378
327.63694,6.81259
327.64508,7.19936
327.65323,22.24377
327.66137,1.78656
327.66951,0.22676
327.67765,2.57612
327.68579,2.70290
327.69394,40.64494
327.70208,61.87608
327.71022,9.64713
327.71836,10.20093
327.72651,54.65758
327.73465,27.57788
327.74279,40.79798
327.75093,2.75717
327.75907,126.57754
327.76722,24.00738
327.77536,0.74888
327.78350,145.05605
327.79164,8.80927
327.79979,16.20916
327.80793,121.78428
327.81607,37.63913
327.82421,74.76194
327.83235,77.06614
327.84050,45.93482
327.84864,46.75955
327.85678,4.75004
327.86492,5.91282
327.87307,32.30272
327.88121,5.94614
327.88935,4.93426
327.89749,82.10588
327.90564,21.06271
327.91378,3.99518
327.92192,30.03647
327.93006,1.60927
327.93820,1.11274
327.94635,4.02497
327.95449,28.95191
327.96263,5.62808
327.97077,41.75066
327.97892,0.29834
327.98706,6.55900
327.99520,7.40062
328.00334,1.05546
328.01148,0.35648
328.01963,3.33631
328.02777,6.74243
328.03591,12.43679
328.04405,1.68136
328.05220,16.02146
328.06034,0.28390
328.06848,12.72821
328.07662,44.53609
328.08477,11.03279
328.09291,2.06831
328.10105,2.90877
328.10919,0.08950
328.11733,0.94033
328.12548,4.42084
328.13362,4.13325
328.14176,2.32605
328.14990,0.03117
328.15805,5.66918
328.16619,0.71048
328.17433,3.30599
328.18247,4.20339
328.19061,8.90295
328.19876,2.06128
328.20690,0.84332
328.21504,2.28328
328.22318,3.97303
328.23133,0.79004
328.23947,2.06412
328.24761,3.33972
328.25575,2.66907
328.26389,0.11042
328.27204,0.40133
328.28018,3.14206
328.28832,0.96199
328.29646,4.64791
328.30461,1.21434
328.31275,0.01225
328.32089,1.51873
328.32903,1.74891
328.33718,2.32685
328.34532,0.58784
328.35346,2.01031
328.36160,1.66636
328.36974,0.84048
328.37789,0.17348
328.38603,1.20153
328.39417,0.93691
328.40231,0.04879
328.41046,4.32852
328.41860,0.95166
328.42674,1.26996
328.43488,2.48915
328.44302,7.93167
328.45117,0.14548
328.45931,0.85740
328.46745,0.18413
328.47559,2.49179
328.48374,1.89330
328.49188,6.03808
328.50002,2.64864
328.50816,0.22857
328.51631,0.59437
328.52445,2.98042
328.53259,2.14551
328.54073,2.49138
328.54887,1.64253
328.55702,0.17436
328.56516,0.28147
328.57330,0.44693
328.58144,1.34621
328.58959,2.68793
328.59773,0.23996
328.60587,0.07749
328.61401,0.09985
328.62215,1.30877
328.63030,0.25233
328.63844,0.27065
328.64658,1.02434
328.65472,1.09853
328.66287,0.78360
328.67101,0.22051
328.67915,0.46443
328.68729,0.60998
328.69544,1.37887
328.70358,0.37199
328.71172,5.36256
328.71986,0.40929
328.72800,4.54333
328.73615,2.12749
328.74429,1.33359
328.75243,13.21842
328.76057,0.51730
328.76872,1.27248
328.77686,1.64163
328.78500,0.74119
328.79314,1.32296
328.80128,2.07028
328.80943,0.60512
328.81757,1.45896
328.82571,7.78206
328.83385,0.21072
328.84200,0.56934
328.85014,1.26510
328.85828,0.91632
328.86642,1.62465
328.87456,0.68883
328.88271,4.43307
328.89085,1.93121
328.89899,0.52497
328.90713,3.88527
328.91528,0.11327
328.92342,3.79874
328.93156,1.84152
328.93970,1.88318
328.94785,0.64703
328.95599,1.79846
328.96413,3.10550
328.97227,3.45916
328.98041,3.37103
328.98856,0.32637
328.99670,0.77087
329.00484,1.30124
329.01298,1.71344
329.02113,0.95154
329.02927,1.16498
329.03741,0.85902
329.04555,1.35035
329.05369,0.31301
329.06184,0.52721
329.06998,1.64669
329.07812,0.17393
329.08626,0.05971
329.09441,1.26728
329.10255,0.34798
329.11069,2.65895
329.11883,0.05779
329.12698,3.89048
329.13512,1.25733
329.14326,2.91987
329.15140,0.04629
329.15954,3.06535
329.16769,0.71374
329.17583,1.16882
329.18397,1.42469
329.19211,1.91426
329.20026,3.36449
329.20840,1.32233
329.21654,0.25464
329.22468,1.28943
329.23282,2.25484
329.24097,1.10086
329.24911,0.57382
329.25725,7.13739
329.26539,2.48298
329.27354,1.79330
329.28168,0.29761
329.28982,0.61543
329.29796,2.03983
329.30610,3.07643
329.31425,0.53466
329.32239,0.67415
329.33053,0.61123
329.33867,0.25311
329.34682,0.28886
329.35496,3.29151
329.36310,0.19944
329.37124,0.30409
329.37939,1.13919
329.38753,4.10875
329.39567,0.05628
329.40381,0.65158
329.41195,0.04321
329.42010,1.00000
329.42824,0.77790
329.43638,0.46458
329.44452,0.11411
329.45267,0.20839
329.46081,4.73980
329.46895,1.34168
329.47709,0.03516
329.48523,0.39446
329.49338,0.32739
329.50152,1.31270
329.50966,0.07680
329.51780,0.02051
329.52595,1.51295
329.53409,1.14933
329.54223,0.16038
329.55037,1.65705
329.55852,0.54779
329.56666,1.17913
329.57480,0.65280
329.58294,0.82910
329.59108,0.10835
329.59923,0.34958
329.60737,0.87184
329.61551,0.14944
329.62365,0.26825
329.63180,0.41493
329.63994,2.15549
329.64808,1.66853
329.65622,0.06303
329.66436,1.77329
329.67251,0.71936
329.68065,1.46338
329.68879,0.84310
329.69693,1.14531
329.70508,0.23821
329.71322,0.95052
329.72136,0.93309
329.72950,0.78722
329.73764,3.49125
329.74579,1.62325
329.75393,3.36136
329.76207,0.91349
329.77021,1.14662
329.77836,0.09628
329.78650,0.00685
329.79464,0.02618
329.80278,3.22806
329.81093,0.13093
329.81907,0.54152
329.82721,0.97128
329.83535,4.18440
329.84349,0.65045
329.85164,1.61348
329.85978,1.07247
329.86792,0.10083
329.87606,3.76821
329.88421,2.16518
329.89235,0.19601
329.90049,0.43349
329.90863,0.64693
329.91677,1.78815
329.92492,0.21807
329.93306,0.73531
329.94120,0.17035
329.94934,0.63960
329.95749,0.10156
329.96563,0.05147
329.97377,0.73648
329.98191,0.24908
329.99006,1.17544
329.99820,1.38679
330.00634,0.33821
330.01448,1.20071
330.02262,0.25359
330.03077,1.26174
330.03891,1.09139
330.04705,1.25269
330.05519,0.24904
330.06334,9.19328
330.07148,4.81730
330.07962,0.17915
330.08776,0.07117
330.09590,2.21202
330.10405,0.11722
330.11219,0.41700
330.12033,0.57371
330.12847,2.74670
330.13662,1.23109
330.14476,0.12660
330.15290,0.41065
330.16104,1.35543
330.16919,1.01860
330.17733,1.07531
330.18547,0.64258
330.19361,2.04551
330.20175,2.22050
330.20990,0.42712
330.21804,0.52291
330.22618,2.31041
330.23432,0.55609
330.24247,1.68728
330.25061,0.15601
330.25875,0.02776
330.26689,0.01552
330.27503,1.61611
330.28318,2.14140
330.29132,0.14828
330.29946,0.85931
330.30760,0.15792
330.31575,0.55248
330.32389,1.93164
330.33203,0.05653
330.34017,2.88683
330.34831,1.20521
330.35646,1.59132
330.36460,4.04476
330.37274,4.17825
330.38088,0.03858
330.38903,0.23852
330.39717,1.59730
330.40531,1.57546
330.41345,0.01832
330.42160,2.19673
330.42974,2.16327
330.43788,7.24597
330.44602,0.12252
330.45416,0.36109
330.46231,4.00739
330.47045,0.66789
330.47859,0.40554
330.48673,0.43194
330.49488,1.21919
330.50302,0.28358
330.51116,1.77179
330.51930,0.39561
330.52744,0.43262
330.53559,0.00333
330.54373,0.33324
330.55187,0.30224
330.56001,0.48024
330.56816,3.28350
330.57630,0.24723
330.58444,3.71366
330.59258,0.58744
330.60073,1.95348
330.60887,2.36865
330.61701,0.31712
330.62515,2.81741
330.63329,3.79184
330.64144,1.07041
330.64958,3.03483
330.65772,2.54302
330.66586,1.77203
330.67401,5.26608
330.68215,1.35126
330.69029,4.56299
330.69843,0.41404
330.70657,3.33296
330.71472,0.63249
330.72286,2.67528
330.73100,3.78597
330.73914,0.64468
330.74729,0.39983
330.75543,0.35855
330.76357,0.28095
330.77171,1.37712
330.77985,1.33928
330.78800,0.33052
330.79614,1.25941
330.80428,0.40463
330.81242,0.08875
330.82057,1.52747
330.82871,2.28088
330.83685,0.71186
330.84499,0.14071
330.85314,0.03625
330.86128,0.26793
330.86942,0.33809
330.87756,0.05502
330.88570,1.05187
330.89385,0.43688
330.90199,0.09569
330.91013,2.41866
330.91827,0.91751
330.92642,0.27938
330.93456,0.07409
330.94270,3.74320
330.95084,3.35384
330.95898,5.04993
330.96713,1.79428
330.97527,5.01091
330.98341,0.68365
330.99155,1.09715
330.99970,0.37007
331.00784,0.12994
331.01598,0.21298
331.02412,1.13789
331.03227,0.80621
331.04041,0.84298
331.04855,2.53544
331.05669,1.26595
331.06483,1.23876
331.07298,1.29771
331.08112,2.09718
331.08926,0.12405
331.09740,0.06976
331.10555,1.02961
331.11369,3.95547
331.12183,1.40631
331.12997,0.61709
331.13811,2.26483
331.14626,0.03335
331.15440,0.30284
331.16254,0.29956
331.17068,3.19829
331.17883,3.27411
331.18697,1.22434
331.19511,1.25045
331.20325,2.25033
331.21140,1.09683
331.21954,0.97507
331.22768,0.17558
331.23582,4.24072
331.24396,2.76704
331.25211,0.87721
331.26025,0.15433
331.26839,1.39619
331.27653,0.19915
331.28468,2.00721
331.29282,1.84277
331.30096,2.44915
331.30910,4.47312
331.31724,0.04917
331.32539,0.18677
331.33353,1.68755
331.34167,2.77681
331.34981,1.42865
331.35796,1.62967
331.36610,0.56471
331.37424,0.54301
331.38238,1.16357
331.39052,0.33922
331.39867,0.72572
331.40681,0.75365
331.41495,0.04447
331.42309,1.41593
331.43124,1.51647
331.43938,0.50196
331.44752,0.82714
331.45566,1.45747
331.46381,0.65475
331.47195,1.98850
331.48009,0.21249
331.48823,1.37938
331.49637,2.58687
331.50452,0.09686
331.51266,2.17345
331.52080,0.74679
331.52894,0.04402
331.53709,0.18342
331.54523,0.95069
331.55337,0.64368
331.56151,0.70214
331.56965,0.72418
331.57780,1.81194
331.58594,3.52282
331.59408,2.69565
331.60222,0.61895
331.61037,0.28352
331.61851,0.70385
331.62665,0.33480
331.63479,1.08867
331.64294,1.06632
331.65108,0.25273
331.65922,0.53647
331.66736,3.70901
331.67550,0.15303
331.68365,1.38735
331.69179,1.03466
331.69993,2.58508
331.70807,4.60098
331.71622,1.94676
331.72436,2.24244
331.73250,1.03786
331.74064,0.94031
331.74878,0.28061
331.75693,2.27183
331.76507,0.29958
331.77321,2.39884
331.78135,0.49801
331.78950,0.62784
331.79764,2.29319
331.80578,0.45370
331.81392,0.74666
331.82206,0.75447
331.83021,1.40115
331.83835,0.70074
331.84649,1.93195
331.85463,3.73506
331.86278,0.76539
331.87092,0.00642
331.87906,0.77107
331.88720,1.10723
331.89535,0.14517
331.90349,1.31434
331.91163,3.08449
331.91977,4.43738
331.92791,0.15846
331.93606,0.36852
331.94420,1.39967
331.95234,0.39715
331.96048,0.32309
331.96863,0.63018
331.97677,0.78488
331.98491,0.19273
331.99305,0.77021
332.00119,2.40692
332.00934,3.41612
332.01748,1.69462
332.02562,1.35486
332.03376,0.88210
332.04191,0.11872
332.05005,0.27037
332.05819,1.15400
332.06633,0.90983
332.07448,0.58898
332.08262,0.66944
332.09076,0.20912
332.09890,0.06972
332.10704,0.80176
332.11519,1.36903
332.12333,1.41832
332.13147,0.73997
332.13961,1.71993
332.14776,0.52740
332.15590,0.22708
332.16404,0.90271
332.17218,0.68712
332.18032,1.05809
332.18847,2.25230
332.19661,0.44544
332.20475,0.65963
332.21289,2.47453
332.22104,0.12747
332.22918,0.62420
332.23732,0.41636
332.24546,1.30714
332.25360,0.16968
332.26175,0.12143
332.26989,0.92227
332.27803,3.67196
332.28617,0.89743
332.29432,0.49007
332.30246,1.12429
332.31060,0.24477
332.31874,3.29187
332.32689,1.55897
332.33503,1.25773
332.34317,1.37753
332.35131,1.55716
332.35945,0.43159
332.36760,0.81769
332.37574,0.66812
332.38388,1.75965
332.39202,4.30167
332.40017,1.74092
332.40831,0.39853
332.41645,0.07895
332.42459,2.59089
332.43273,1.38818
332.44088,4.45295
332.44902,0.59825
332.45716,2.47813
332.46530,1.20534
332.47345,0.10041
332.48159,0.42258
332.48973,1.02988
332.49787,0.83227
332.50602,1.26629
332.51416,0.23099
332.52230,1.06793
332.53044,0.02943
332.53858,0.24229
332.54673,1.06786
332.55487,4.01735
332.56301,4.67138
332.57115,0.52988
332.57930,0.01243
332.58744,1.29656
332.59558,1.37545
332.60372,0.84566
332.61186,0.57809
332.62001,1.12445
332.62815,1.07485
332.63629,1.76396
332.64443,3.38300
332.65258,2.48265
332.66072,1.10400
332.66886,2.55304
332.67700,1.47006
332.68515,2.77441
332.69329,2.79816
332.70143,0.42991
332.70957,0.92861
332.71771,0.44760
332.72586,0.36471
332.73400,0.21459
332.74214,0.82432
332.75028,0.57587
332.75843,0.06549
332.76657,1.71816
332.77471,0.53141
332.78285,0.45446
332.79099,1.33875
332.79914,1.46408
332.80728,3.71248
332.81542,0.77474
332.82356,2.68856
332.83171,1.80951
332.83985,2.19612
332.84799,2.85148
332.85613,1.10783
332.86427,2.53371
332.87242,0.59648
332.88056,0.02520
332.88870,0.06465
332.89684,1.01504
332.90499,0.08427
332.91313,0.04763
